10152|PELUCHE UNICORNIO SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
10153|PELUCHE LLAMA SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
10154|SET X3 SONAJEROS SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
10155|QUESO SEMI CREMOSO S/SAL|11|F|05|FRESCOS|0508|QUESOS|050801|QUESOS BLANDOS|05080113|CREMOSOS|
10156|MELON GALIA IMPORTADO|4|F|05|FRESCOS|0504|FRUTAS|050402|FRUTAS CON SEMILLA|05040202|MELON|
10158|SANDW. QUESO UN.|20|F|05|FRESCOS|0509|ROTISERIA|050916|SANDWICHES|05091602|MIGA|
10162|PELUCHE MONO SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
101659|POROTO MANTECA 400G. JEAN NICOLAS|1|F|01|ALMACEN|0103|ARROZ Y LEGUMBRES|010302|LEGUMBRES|01030210|POROTOS MANTECA|
10165|PELUCHE ELEFANTE SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
101661|REMOLACHA LATA 400G. JEAN NICOLAS|1|F|01|ALMACEN|0107|CONSERVAS|010705|CONSERVAS DE VERDURA Y LEGUMBRES|01070513|OTRAS CONSERVAS DE VERDURAS Y LEGUMBRES|
10167|SONAJERO COLGANTE PALTA SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
10168|SONAJERO COLGANTE CACTUS SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
101695|HELADO PALITO AGUA FRUTILLA.60ML.|16|F|04|CONGELADOS|0402|HELADOS Y POSTRES|040203|HELADOS PERSONALES|04020302|HELADOS EN BARRA FRUTA|
10169|PELUCHE JIRAFA SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
101701|MARGARINA CREMOSA C/SAL 250G.DORIANA|16|F|05|FRESCOS|0505|LACTEOS|050504|MANTECAS Y MARGARINAS|05050403|MARGARINAS|
101702|MARGARINA CREMOSA 500G. DORIANA|16|F|05|FRESCOS|0505|LACTEOS|050504|MANTECAS Y MARGARINAS|05050403|MARGARINAS|
10170|SONAJERO COLGANTE LUNA SKIP HOP|28|N|07|BAZAR|0708|PUERICULTURA|070802|JUGUETES|07080201|JUGUETES 0 - 18 MESES BEBE|
10171|ORGANIZADOR COCHE RAYAS SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080307|BOLSOS MATERNALES Y COMPLEMENTOS|
10172|CUBIERTOS ACERO JIRAFA SKIP HOP|3|N|07|BAZAR|0708|PUERICULTURA|070803|PEQUEÑA PUERICULTURA|07080302|ACCESORIOS DE ALIMENTACIÓN BEBE|
101734|GALLETA SALVADO 400GRS. FAMOSA|1|F|01|ALMACEN|0112|PANIFICADOS|011205|GALLETAS SALADAS|01120504|GALLETAS DE SALVADO|
101735|GALLETA SALVADO SIN SAL 400G. FAMOSA|1|F|01|ALMACEN|0112|PANIFICADOS|011205|GALLETAS SALADAS|01120504|GALLETAS DE SALVADO|
101736|CARAMELO CICLOPE 400 GRS|16|F|01|ALMACEN|0109|GOLOSINAS|010905|CARAMELOS DUROS|01090503|FRUTALES|
